link,depto,unidad,total,agro_asal_todo,agro_asal_parte,agro_tcp,agro_patron,no_agro_asal_todo,no_agro_asal_parte,no_agro_tcp,no_agro_patron,sd
06007,Adolfo Alsina,EAP,115,13,6,35,12,28,1,13,6,1
06007,Adolfo Alsina,Personas,117,14,6,35,12,29,1,13,6,1
06014,Adolfo Gonzáles Chaves,EAP,59,4,1,32,5,9,0,7,1,0
06014,Adolfo Gonzáles Chaves,Personas,60,5,1,32,5,9,0,7,1,0
06021,Alberti,EAP,48,6,0,20,1,10,0,11,0,0
06021,Alberti,Personas,48,6,0,20,1,10,0,11,0,0
06028,Almirante Brown,EAP,6,1,0,3,0,1,0,1,0,0
06028,Almirante Brown,Personas,6,1,0,3,0,1,0,1,0,0
06077,Arrecifes,EAP,42,3,1,12,1,14,0,9,1,1
06077,Arrecifes,Personas,42,3,1,12,1,14,0,9,1,1
06035,Avellaneda,EAP,0,0,0,0,0,0,0,0,0,0
06035,Avellaneda,Personas,0,0,0,0,0,0,0,0,0,0
06042,Ayacucho,EAP,195,33,9,61,6,40,6,31,3,6
06042,Ayacucho,Personas,199,34,9,62,6,41,6,32,3,6
06049,Azul,EAP,230,62,12,57,6,56,3,32,1,1
06049,Azul,Personas,232,62,12,58,6,57,3,32,1,1
06056,Bahía Blanca,EAP,84,13,3,17,3,17,0,27,1,3
06056,Bahía Blanca,Personas,85,13,3,17,3,17,0,28,1,3
06063,Balcarce,EAP,87,17,11,33,3,7,2,12,1,1
06063,Balcarce,Personas,88,17,11,34,3,7,2,12,1,1
06070,Baradero,EAP,33,2,0,10,6,4,1,9,1,0
06070,Baradero,Personas,33,2,0,10,6,4,1,9,1,0
06084,Benito Juárez,EAP,95,13,4,23,14,16,1,20,4,0
06084,Benito Juárez,Personas,95,13,4,23,14,16,1,20,4,0
06091,Berazategui,EAP,4,0,0,0,0,1,0,3,0,0
06091,Berazategui,Personas,4,0,0,0,0,1,0,3,0,0
06098,Berisso,EAP,22,4,0,1,0,9,0,8,0,0
06098,Berisso,Personas,22,4,0,1,0,9,0,8,0,0
06105,Bolívar,EAP,321,56,17,78,4,65,5,84,11,1
06105,Bolívar,Personas,321,56,17,78,4,65,5,84,11,1
06112,Bragado,EAP,85,3,0,46,9,8,0,17,2,0
06112,Bragado,Personas,86,3,0,47,9,8,0,17,2,0
06119,Brandsen,EAP,53,3,1,18,0,20,0,10,0,1
06119,Brandsen,Personas,54,3,1,19,0,20,0,10,0,1
06126,Campana,EAP,38,10,1,7,0,10,1,7,1,1
06126,Campana,Personas,40,10,1,7,0,11,1,7,1,2
06134,Cañuelas,EAP,65,11,1,10,1,16,0,22,3,1
06134,Cañuelas,Personas,65,11,1,10,1,16,0,22,3,1
06140,Capitán Sarmiento,EAP,13,3,0,3,3,2,0,0,2,0
06140,Capitán Sarmiento,Personas,13,3,0,3,3,2,0,0,2,0
06147,Carlos Casares,EAP,71,6,4,22,3,16,0,17,1,2
06147,Carlos Casares,Personas,71,6,4,22,3,16,0,17,1,2
06154,Carlos Tejedor,EAP,77,7,5,25,9,17,1,7,6,0
06154,Carlos Tejedor,Personas,77,7,5,25,9,17,1,7,6,0
06161,Carmen de Areco,EAP,14,2,0,2,0,7,0,2,0,1
06161,Carmen de Areco,Personas,14,2,0,2,0,7,0,2,0,1
06168,Castelli,EAP,19,1,1,8,1,2,0,5,0,1
06168,Castelli,Personas,19,1,1,8,1,2,0,5,0,1
06210,Chacabuco,EAP,93,6,3,47,3,13,0,18,2,1
06210,Chacabuco,Personas,97,6,3,50,3,14,0,18,2,1
06218,Chascomús,EAP,146,26,5,33,5,45,0,27,2,3
06218,Chascomús,Personas,150,28,5,33,5,46,0,28,2,3
06224,Chivilcoy,EAP,66,12,0,22,1,9,0,21,1,0
06224,Chivilcoy,Personas,68,13,0,23,1,9,0,21,1,0
06175,Colón,EAP,70,8,1,29,2,11,2,15,2,0
06175,Colón,Personas,70,8,1,29,2,11,2,15,2,0
06182,Coronel de Marina Leonardo Rosales,EAP,42,1,1,5,2,15,1,12,5,0
06182,Coronel de Marina Leonardo Rosales,Personas,43,1,1,5,2,16,1,12,5,0
06189,Coronel Dorrego,EAP,92,8,7,36,3,20,0,14,2,2
06189,Coronel Dorrego,Personas,96,8,7,40,3,20,0,14,2,2
06196,Coronel Pringles,EAP,59,3,4,24,1,19,0,7,1,0
06196,Coronel Pringles,Personas,59,3,4,24,1,19,0,7,1,0
06203,Coronel Suárez,EAP,158,13,4,86,3,16,2,30,1,3
06203,Coronel Suárez,Personas,160,13,4,88,3,16,2,30,1,3
06231,Daireaux,EAP,103,13,1,57,2,8,0,18,3,1
06231,Daireaux,Personas,105,13,1,59,2,8,0,18,3,1
06238,Dolores,EAP,58,6,0,7,0,28,1,16,0,0
06238,Dolores,Personas,61,6,0,7,0,30,1,17,0,0
06245,Ensenada,EAP,7,0,0,0,0,6,0,1,0,0
06245,Ensenada,Personas,7,0,0,0,0,6,0,1,0,0
06252,Escobar,EAP,7,2,0,2,0,1,0,2,0,0
06252,Escobar,Personas,7,2,0,2,0,1,0,2,0,0
06260,Esteban Echeverría,EAP,11,0,0,1,0,1,0,7,0,2
06260,Esteban Echeverría,Personas,11,0,0,1,0,1,0,7,0,2
06266,Exaltación de la Cruz,EAP,28,0,1,6,1,9,1,8,2,0
06266,Exaltación de la Cruz,Personas,28,0,1,6,1,9,1,8,2,0
06270,Ezeiza,EAP,1,0,0,0,0,0,0,1,0,0
06270,Ezeiza,Personas,1,0,0,0,0,0,0,1,0,0
06274,Florencio Varela,EAP,25,3,1,1,0,4,3,12,1,0
06274,Florencio Varela,Personas,25,3,1,1,0,4,3,12,1,0
06277,Florentino Ameghino,EAP,29,7,2,7,1,7,0,4,1,0
06277,Florentino Ameghino,Personas,30,7,2,7,1,7,0,5,1,0
06280,General Alvarado,EAP,16,3,0,7,1,2,0,3,0,0
06280,General Alvarado,Personas,16,3,0,7,1,2,0,3,0,0
06287,General Alvear,EAP,66,7,0,20,1,18,0,19,0,1
06287,General Alvear,Personas,66,7,0,20,1,18,0,19,0,1
06294,General Arenales,EAP,42,8,1,21,0,4,0,7,1,0
06294,General Arenales,Personas,42,8,1,21,0,4,0,7,1,0
06301,General Belgrano,EAP,38,7,0,10,0,15,0,3,3,0
06301,General Belgrano,Personas,38,7,0,10,0,15,0,3,3,0
06308,General Guido,EAP,82,12,3,17,4,26,1,15,4,0
06308,General Guido,Personas,84,12,3,17,4,27,1,16,4,0
06315,General Juan Madariaga,EAP,50,7,1,14,2,15,2,8,1,0
06315,General Juan Madariaga,Personas,53,7,1,14,2,18,2,8,1,0
06322,General La Madrid,EAP,117,11,1,44,0,31,0,26,3,1
06322,General La Madrid,Personas,120,11,1,45,0,32,0,27,3,1
06329,General Las Heras,EAP,93,20,0,12,2,33,0,20,5,1
06329,General Las Heras,Personas,95,20,0,12,2,34,0,21,5,1
06336,General Lavalle,EAP,81,16,0,10,2,25,1,20,6,1
06336,General Lavalle,Personas,82,16,0,10,2,26,1,20,6,1
06343,General Paz,EAP,60,10,2,15,0,12,0,20,1,0
06343,General Paz,Personas,60,10,2,15,0,12,0,20,1,0
06351,General Pinto,EAP,41,3,0,13,0,8,1,16,0,0
06351,General Pinto,Personas,44,3,0,13,0,10,1,17,0,0
06357,General Pueyrredón,EAP,19,2,1,8,1,4,0,3,0,0
06357,General Pueyrredón,Personas,20,2,1,9,1,4,0,3,0,0
06364,General Rodríguez,EAP,7,1,1,1,0,1,0,3,0,0
06364,General Rodríguez,Personas,7,1,1,1,0,1,0,3,0,0
06371,General San Martín,EAP,0,0,0,0,0,0,0,0,0,0
06371,General San Martín,Personas,0,0,0,0,0,0,0,0,0,0
06385,General Viamonte,EAP,65,5,0,30,2,17,2,9,0,0
06385,General Viamonte,Personas,67,5,0,32,2,17,2,9,0,0
06392,General Villegas,EAP,107,11,3,33,7,23,3,23,4,0
06392,General Villegas,Personas,111,12,3,33,7,25,3,24,4,0
06399,Guaminí,EAP,124,11,1,61,6,15,3,24,2,1
06399,Guaminí,Personas,126,11,1,61,6,16,3,25,2,1
06406,Hipólito Yrigoyen,EAP,44,3,0,21,4,5,1,10,0,0
06406,Hipólito Yrigoyen,Personas,44,3,0,21,4,5,1,10,0,0
06408,Hurlingham,EAP,0,0,0,0,0,0,0,0,0,0
06408,Hurlingham,Personas,0,0,0,0,0,0,0,0,0,0
06410,Ituzaingó,EAP,0,0,0,0,0,0,0,0,0,0
06410,Ituzaingó,Personas,0,0,0,0,0,0,0,0,0,0
06412,José C. Paz,EAP,1,0,0,0,0,0,0,0,0,1
06412,José C. Paz,Personas,1,0,0,0,0,0,0,0,0,1
06413,Junín,EAP,118,15,8,55,3,26,0,9,2,0
06413,Junín,Personas,124,15,8,58,3,26,0,12,2,0
06420,La Costa,EAP,6,2,1,0,0,2,0,1,0,0
06420,La Costa,Personas,6,2,1,0,0,2,0,1,0,0
06427,La Matanza,EAP,0,0,0,0,0,0,0,0,0,0
06427,La Matanza,Personas,0,0,0,0,0,0,0,0,0,0
06434,Lanús,EAP,0,0,0,0,0,0,0,0,0,0
06434,Lanús,Personas,0,0,0,0,0,0,0,0,0,0
06441,La Plata,EAP,74,8,6,21,0,5,3,28,2,1
06441,La Plata,Personas,74,8,6,21,0,5,3,28,2,1
06448,Laprida,EAP,79,14,2,24,1,15,1,20,2,0
06448,Laprida,Personas,79,14,2,24,1,15,1,20,2,0
06455,Las Flores,EAP,108,17,3,33,2,30,2,14,6,1
06455,Las Flores,Personas,108,17,3,33,2,30,2,14,6,1
06462,Leandro N. Alem,EAP,29,1,0,5,2,7,0,10,2,2
06462,Leandro N. Alem,Personas,30,1,0,5,2,8,0,10,2,2
06466,Lezama,EAP,84,18,5,19,0,15,2,25,0,0
06466,Lezama,Personas,84,18,5,19,0,15,2,25,0,0
06469,Lincoln,EAP,156,29,1,45,7,36,3,27,5,3
06469,Lincoln,Personas,157,29,1,45,7,36,3,28,5,3
06476,Lobería,EAP,68,11,6,20,5,9,0,12,4,1
06476,Lobería,Personas,68,11,6,20,5,9,0,12,4,1
06483,Lobos,EAP,40,6,0,10,1,10,0,10,3,0
06483,Lobos,Personas,41,6,0,10,1,11,0,10,3,0
06490,Lomas de Zamora,EAP,1,1,0,0,0,0,0,0,0,0
06490,Lomas de Zamora,Personas,1,1,0,0,0,0,0,0,0,0
06497,Luján,EAP,23,3,0,10,1,3,0,6,0,0
06497,Luján,Personas,23,3,0,10,1,3,0,6,0,0
06505,Magdalena,EAP,118,16,6,13,1,51,1,25,5,0
06505,Magdalena,Personas,118,16,6,13,1,51,1,25,5,0
06511,Maipú,EAP,57,5,0,17,2,13,1,17,2,0
06511,Maipú,Personas,57,5,0,17,2,13,1,17,2,0
06515,Malvinas Argentinas,EAP,4,0,1,1,0,1,0,1,0,0
06515,Malvinas Argentinas,Personas,4,0,1,1,0,1,0,1,0,0
06518,Mar Chiquita,EAP,81,10,1,18,8,17,2,17,7,1
06518,Mar Chiquita,Personas,83,10,1,18,8,19,2,17,7,1
06525,Marcos Paz,EAP,47,3,2,14,0,2,0,22,1,3
06525,Marcos Paz,Personas,47,3,2,14,0,2,0,22,1,3
06532,Mercedes,EAP,64,12,2,24,0,6,0,15,1,4
06532,Mercedes,Personas,66,12,2,25,0,6,0,16,1,4
06539,Merlo,EAP,15,1,1,2,1,5,2,3,0,0
06539,Merlo,Personas,16,1,1,3,1,5,2,3,0,0
06547,Monte,EAP,50,3,1,15,0,10,1,18,2,0
06547,Monte,Personas,50,3,1,15,0,10,1,18,2,0
06553,Monte Hermoso,EAP,1,0,0,0,0,1,0,0,0,0
06553,Monte Hermoso,Personas,1,0,0,0,0,1,0,0,0,0
06560,Moreno,EAP,11,1,0,1,1,3,1,4,0,0
06560,Moreno,Personas,11,1,0,1,1,3,1,4,0,0
06568,Morón,EAP,3,1,1,0,0,0,0,1,0,0
06568,Morón,Personas,7,2,3,0,0,0,0,2,0,0
06574,Navarro,EAP,109,20,2,32,4,31,0,12,6,2
06574,Navarro,Personas,112,20,2,34,4,32,0,12,6,2
06581,Necochea,EAP,81,9,3,38,6,11,0,14,0,0
06581,Necochea,Personas,81,9,3,38,6,11,0,14,0,0
06588,9 de julio,EAP,161,21,5,64,6,32,1,28,3,1
06588,9 de julio,Personas,167,21,5,67,6,33,1,30,3,1
06595,Olavarría,EAP,176,30,2,42,1,62,4,29,1,5
06595,Olavarría,Personas,179,30,2,43,1,62,4,31,1,5
06602,Patagones,EAP,126,14,1,60,1,19,0,28,2,1
06602,Patagones,Personas,129,14,1,61,1,19,0,30,2,1
06609,Pehuajó,EAP,146,23,2,46,12,41,2,14,6,0
06609,Pehuajó,Personas,146,23,2,46,12,41,2,14,6,0
06616,Pellegrini,EAP,48,6,1,19,3,10,0,8,1,0
06616,Pellegrini,Personas,48,6,1,19,3,10,0,8,1,0
06623,Pergamino,EAP,135,31,3,46,8,24,0,22,1,0
06623,Pergamino,Personas,138,31,3,47,8,25,0,23,1,0
06630,Pila,EAP,66,11,1,20,4,19,0,11,0,0
06630,Pila,Personas,67,11,1,20,4,20,0,11,0,0
06638,Pilar,EAP,9,1,0,3,0,1,1,2,1,0
06638,Pilar,Personas,9,1,0,3,0,1,1,2,1,0
06644,Pinamar,EAP,0,0,0,0,0,0,0,0,0,0
06644,Pinamar,Personas,0,0,0,0,0,0,0,0,0,0
06648,Presidente Perón,EAP,2,1,0,0,0,0,0,1,0,0
06648,Presidente Perón,Personas,2,1,0,0,0,0,0,1,0,0
06651,Puán,EAP,214,39,11,45,12,67,3,29,7,1
06651,Puán,Personas,218,41,11,46,12,68,3,29,7,1
06655,Punta Indio,EAP,58,7,0,20,1,10,1,18,1,0
06655,Punta Indio,Personas,58,7,0,20,1,10,1,18,1,0
06658,Quilmes,EAP,0,0,0,0,0,0,0,0,0,0
06658,Quilmes,Personas,0,0,0,0,0,0,0,0,0,0
06665,Ramallo,EAP,26,5,1,7,0,5,0,7,1,0
06665,Ramallo,Personas,27,5,1,8,0,5,0,7,1,0
06672,Rauch,EAP,203,47,8,61,14,37,0,29,5,2
06672,Rauch,Personas,204,48,8,61,14,37,0,29,5,2
06679,Rivadavia,EAP,75,4,1,38,9,5,0,15,2,1
06679,Rivadavia,Personas,77,4,1,39,9,5,0,16,2,1
06686,Rojas,EAP,99,15,3,44,2,14,1,19,0,1
06686,Rojas,Personas,104,15,3,45,2,15,1,22,0,1
06693,Roque Pérez,EAP,75,11,3,28,2,11,0,16,2,2
06693,Roque Pérez,Personas,75,11,3,28,2,11,0,16,2,2
06700,Saavedra,EAP,152,20,10,48,3,29,2,32,6,2
06700,Saavedra,Personas,154,20,10,49,3,29,2,33,6,2
06707,Saladillo,EAP,139,12,15,53,2,25,2,30,0,0
06707,Saladillo,Personas,140,12,15,54,2,25,2,30,0,0
06721,Salliqueló,EAP,33,2,0,17,0,5,0,9,0,0
06721,Salliqueló,Personas,33,2,0,17,0,5,0,9,0,0
06714,Salto,EAP,73,12,5,21,7,8,2,17,0,1
06714,Salto,Personas,77,12,5,23,7,8,3,18,0,1
06728,San Andrés de Giles,EAP,26,1,0,6,0,8,2,9,0,0
06728,San Andrés de Giles,Personas,27,1,0,6,0,8,2,10,0,0
06735,San Antonio de Areco,EAP,23,6,0,7,1,0,0,5,4,0
06735,San Antonio de Areco,Personas,23,6,0,7,1,0,0,5,4,0
06742,San Cayetano,EAP,52,6,1,27,5,2,1,4,1,5
06742,San Cayetano,Personas,52,6,1,27,5,2,1,4,1,5
06749,San Fernando,EAP,17,5,1,0,0,6,2,2,1,0
06749,San Fernando,Personas,17,5,1,0,0,6,2,2,1,0
06756,San Isidro,EAP,0,0,0,0,0,0,0,0,0,0
06756,San Isidro,Personas,0,0,0,0,0,0,0,0,0,0
06760,San Miguel,EAP,1,0,0,0,0,1,0,0,0,0
06760,San Miguel,Personas,1,0,0,0,0,1,0,0,0,0
06763,San Nicolás,EAP,8,4,0,2,0,0,0,2,0,0
06763,San Nicolás,Personas,10,4,0,2,0,0,0,4,0,0
06770,San Pedro,EAP,87,8,1,41,4,16,1,12,3,1
06770,San Pedro,Personas,88,8,1,42,4,16,1,12,3,1
06778,San Vicente,EAP,60,6,1,4,2,18,1,28,0,0
06778,San Vicente,Personas,62,6,1,4,2,20,1,28,0,0
06784,Suipacha,EAP,23,2,0,7,0,7,0,7,0,0
06784,Suipacha,Personas,23,2,0,7,0,7,0,7,0,0
06791,Tandil,EAP,77,9,5,29,7,8,1,14,2,2
06791,Tandil,Personas,78,9,5,29,7,8,1,14,2,3
06798,Tapalqué,EAP,74,13,2,22,1,18,1,14,2,1
06798,Tapalqué,Personas,74,13,2,22,1,18,1,14,2,1
06805,Tigre,EAP,14,0,0,1,0,2,1,10,0,0
06805,Tigre,Personas,15,0,0,1,0,2,2,10,0,0
06812,Tordillo,EAP,23,2,0,3,0,14,1,3,0,0
06812,Tordillo,Personas,23,2,0,3,0,14,1,3,0,0
06819,Tornquist,EAP,100,9,4,36,2,18,2,23,6,0
06819,Tornquist,Personas,100,9,4,36,2,18,2,23,6,0
06826,Trenque Lauquen,EAP,55,7,0,23,3,8,1,12,1,0
06826,Trenque Lauquen,Personas,55,7,0,23,3,8,1,12,1,0
06833,Tres Arroyos,EAP,108,7,6,58,8,13,1,11,3,1
06833,Tres Arroyos,Personas,108,7,6,58,8,13,1,11,3,1
06840,Tres de Febrero,EAP,1,0,0,1,0,0,0,0,0,0
06840,Tres de Febrero,Personas,1,0,0,1,0,0,0,0,0,0
06847,Tres Lomas,EAP,19,2,0,11,1,3,0,1,1,0
06847,Tres Lomas,Personas,19,2,0,11,1,3,0,1,1,0
06854,25 de mayo,EAP,156,14,0,58,6,27,2,39,8,2
06854,25 de mayo,Personas,156,14,0,58,6,27,2,39,8,2
06861,Vicente López,EAP,0,0,0,0,0,0,0,0,0,0
06861,Vicente López,Personas,0,0,0,0,0,0,0,0,0,0
06868,Villa Gesell,EAP,0,0,0,0,0,0,0,0,0,0
06868,Villa Gesell,Personas,0,0,0,0,0,0,0,0,0,0
06875,Villarino,EAP,179,24,4,41,9,36,3,54,5,3
06875,Villarino,Personas,183,25,4,41,9,38,3,55,5,3
06882,Zárate,EAP,21,2,2,7,0,4,2,4,0,0
06882,Zárate,Personas,21,2,2,7,0,4,2,4,0,0
10007,Ambato,EAP,241,29,7,8,0,159,15,22,1,0
10007,Ambato,Personas,241,29,7,8,0,159,15,22,1,0
10014,Ancasti,EAP,337,13,2,16,0,237,34,31,0,4
10014,Ancasti,Personas,337,13,2,16,0,237,34,31,0,4
10021,Andalgalá,EAP,330,11,6,31,0,159,15,108,0,0
10021,Andalgalá,Personas,330,11,6,31,0,159,15,108,0,0
10028,Antofagasta de la Sierra,EAP,48,1,0,1,0,36,8,1,0,1
10028,Antofagasta de la Sierra,Personas,48,1,0,1,0,36,8,1,0,1
10035,Belén,EAP,890,142,22,145,1,428,31,113,1,7
10035,Belén,Personas,891,142,22,145,1,428,31,114,1,7
10042,Capayán,EAP,412,41,6,57,7,178,39,56,0,28
10042,Capayán,Personas,412,41,6,57,7,178,39,56,0,28
10049,Capital,EAP,3,0,1,0,0,2,0,0,0,0
10049,Capital,Personas,3,0,1,0,0,2,0,0,0,0
10056,El Alto,EAP,315,22,4,6,1,238,8,31,1,4
10056,El Alto,Personas,316,22,4,6,1,238,8,32,1,4
10063,Fray Mamerto Esquiú,EAP,111,10,0,7,1,69,1,17,6,0
10063,Fray Mamerto Esquiú,Personas,111,10,0,7,1,69,1,17,6,0
10070,La Paz,EAP,200,11,2,10,0,121,14,41,1,0
10070,La Paz,Personas,200,11,2,10,0,121,14,41,1,0
10077,Paclín,EAP,280,43,19,39,0,128,16,35,0,0
10077,Paclín,Personas,280,43,19,39,0,128,16,35,0,0
10084,Pomán,EAP,541,38,7,19,0,417,14,43,0,3
10084,Pomán,Personas,547,38,7,19,0,423,14,43,0,3
10091,Santa María,EAP,696,46,2,38,0,475,12,111,0,12
10091,Santa María,Personas,696,46,2,38,0,475,12,111,0,12
10098,Santa Rosa,EAP,217,24,12,9,0,102,39,29,0,2
10098,Santa Rosa,Personas,220,25,12,9,0,104,39,29,0,2
10105,Tinogasta,EAP,543,36,2,22,8,390,16,62,3,4
10105,Tinogasta,Personas,543,36,2,22,8,390,16,62,3,4
10112,Valle Viejo,EAP,153,7,0,0,0,97,7,39,2,1
10112,Valle Viejo,Personas,153,7,0,0,0,97,7,39,2,1
22007,Almirante Brown,EAP,83,7,3,30,9,17,0,13,3,1
22007,Almirante Brown,Personas,83,7,3,30,9,17,0,13,3,1
22014,Bermejo,EAP,59,7,2,15,0,24,1,8,1,1
22014,Bermejo,Personas,59,7,2,15,0,24,1,8,1,1
22028,Chacabuco,EAP,12,2,0,7,1,2,0,0,0,0
22028,Chacabuco,Personas,12,2,0,7,1,2,0,0,0,0
22021,Comandante Fernández,EAP,95,11,6,29,5,21,4,18,1,0
22021,Comandante Fernández,Personas,96,11,6,29,5,21,4,19,1,0
22036,12 de octubre,EAP,37,5,0,23,1,3,0,5,0,0
22036,12 de octubre,Personas,37,5,0,23,1,3,0,5,0,0
22039,2 de abril,EAP,51,3,6,25,4,3,1,6,1,2
22039,2 de abril,Personas,51,3,6,25,4,3,1,6,1,2
22043,Fray Justo Santa María de Oro,EAP,43,3,1,12,0,13,1,9,0,4
22043,Fray Justo Santa María de Oro,Personas,44,3,1,12,0,13,1,9,0,5
22049,General Belgrano,EAP,30,3,1,13,0,7,0,4,2,0
22049,General Belgrano,Personas,30,3,1,13,0,7,0,4,2,0
22056,General Donovan,EAP,83,5,2,9,2,37,1,26,1,0
22056,General Donovan,Personas,83,5,2,9,2,37,1,26,1,0
22063,General Güemes,EAP,261,26,14,63,5,58,3,80,4,8
22063,General Güemes,Personas,261,26,14,63,5,58,3,80,4,8
22070,Independencia,EAP,38,6,3,14,1,6,1,7,0,0
22070,Independencia,Personas,43,6,3,14,1,6,1,12,0,0
22077,Libertad,EAP,58,5,0,8,0,27,0,18,0,0
22077,Libertad,Personas,65,6,0,8,0,31,0,20,0,0
22084,Libertador General San Martín,EAP,426,52,40,50,3,153,16,107,3,2
22084,Libertador General San Martín,Personas,446,54,44,51,3,161,16,112,3,2
22091,Maipú,EAP,87,10,2,26,1,22,2,14,0,10
22091,Maipú,Personas,87,10,2,26,1,22,2,14,0,10
22098,Mayor Luis J. Fontana,EAP,126,13,2,32,1,29,1,44,2,2
22098,Mayor Luis J. Fontana,Personas,134,16,2,34,1,31,1,45,2,2
22105,9 de julio,EAP,60,6,4,23,2,9,0,15,1,0
22105,9 de julio,Personas,61,6,4,23,2,9,0,16,1,0
22112,O'Higgins,EAP,65,5,2,20,0,21,2,13,1,1
22112,O'Higgins,Personas,65,5,2,20,0,21,2,13,1,1
22119,Presidencia de la Plaza,EAP,65,10,0,18,1,21,0,15,0,0
22119,Presidencia de la Plaza,Personas,66,11,0,18,1,21,0,15,0,0
